|income_band  |date      |death_rate   |
|Low Income   |2023-08-14|1.2383897091 |
|Middle Income|2023-08-14|0.9755367779 |
|High Income  |2023-08-14|0.8359101959 |
|Low Income   |2023-08-15|1.2383897091 |
|Middle Income|2023-08-15|0.9755367779 |
|High Income  |2023-08-15|0.8359101959 |
|Low Income   |2023-08-16|1.2383897091 |
|Middle Income|2023-08-16|0.9755367779 |
|High Income  |2023-08-16|0.8359101959 |
|Low Income   |2023-08-17|1.2383897091 |
|Middle Income|2023-08-17|0.9755367779 |
|High Income  |2023-08-17|0.8359101959 |
|Low Income   |2023-08-18|1.2383897091 |
|Middle Income|2023-08-18|0.9755367779 |
|High Income  |2023-08-18|0.8359101959 |
|Low Income   |2023-08-19|1.2383897091 |
|Middle Income|2023-08-19|0.9755367779 |
|High Income  |2023-08-19|0.8359101959 |
|Low Income   |2023-08-20|1.239296399  |
|Middle Income|2023-08-20|0.9754371009 |
|High Income  |2023-08-20|0.8357921676 |
|Low Income   |2023-08-21|1.239296399  |
|Middle Income|2023-08-21|0.9754371009 |
|High Income  |2023-08-21|0.8357921676 |
|Low Income   |2023-08-22|1.239296399  |
|Middle Income|2023-08-22|0.9754371009 |
|High Income  |2023-08-22|0.8357921676 |
|Low Income   |2023-08-23|1.239296399  |
|Middle Income|2023-08-23|0.9754371009 |
|High Income  |2023-08-23|0.8357921676 |
|Low Income   |2023-08-24|1.239296399  |
|Middle Income|2023-08-24|0.9754371009 |
|High Income  |2023-08-24|0.8357921676 |
|Low Income   |2023-08-25|1.239296399  |
|Middle Income|2023-08-25|0.9754371009 |
|High Income  |2023-08-25|0.8357921676 |
|Low Income   |2023-08-26|1.239296399  |
|Middle Income|2023-08-26|0.9754371009 |
|High Income  |2023-08-26|0.8357921676 |
|Low Income   |2023-08-27|1.2392506844 |
|Middle Income|2023-08-27|0.9752960997 |
|High Income  |2023-08-27|0.8356560281 |
|Low Income   |2023-08-28|1.2392506844 |
|Middle Income|2023-08-28|0.9752960997 |
|High Income  |2023-08-28|0.8356560281 |
|Low Income   |2023-08-29|1.2392506844 |
|Middle Income|2023-08-29|0.9752960997 |
|High Income  |2023-08-29|0.8356560281 |
|Low Income   |2023-08-30|1.2392506844 |
|Middle Income|2023-08-30|0.9752960997 |
|High Income  |2023-08-30|0.8356560281 |
|Low Income   |2023-08-31|1.2392506844 |
|Middle Income|2023-08-31|0.9752960997 |
|High Income  |2023-08-31|0.8356560281 |
|Low Income   |2023-09-01|1.2392506844 |
|Middle Income|2023-09-01|0.9752960997 |
|High Income  |2023-09-01|0.8356560281 |
|Low Income   |2023-09-02|1.2392506844 |
|Middle Income|2023-09-02|0.9752960997 |
|High Income  |2023-09-02|0.8356560281 |
|Low Income   |2023-09-03|1.2393165272 |
|Middle Income|2023-09-03|0.9751549368 |
|High Income  |2023-09-03|0.8355231855 |
|Low Income   |2023-09-04|1.2393165272 |
|Middle Income|2023-09-04|0.9751549368 |
|High Income  |2023-09-04|0.8355231855 |
|Low Income   |2023-09-05|1.2393165272 |
|Middle Income|2023-09-05|0.9751549368 |
|High Income  |2023-09-05|0.8355231855 |
|Low Income   |2023-09-06|1.2393165272 |
|Middle Income|2023-09-06|0.9751549368 |
|High Income  |2023-09-06|0.8355231855 |
|Low Income   |2023-09-07|1.2393165272 |
|Middle Income|2023-09-07|0.9751549368 |
|High Income  |2023-09-07|0.8355231855 |
|Low Income   |2023-09-08|1.2393165272 |
|Middle Income|2023-09-08|0.9751549368 |
|High Income  |2023-09-08|0.8355231855 |
|Low Income   |2023-09-09|1.2393165272 |
|Middle Income|2023-09-09|0.9751549368 |
|High Income  |2023-09-09|0.8355231855 |
|Low Income   |2023-09-10|1.239285184  |
|Middle Income|2023-09-10|0.9751458059 |
|High Income  |2023-09-10|0.8355665847 |
|Low Income   |2023-09-11|1.239285184  |
|Middle Income|2023-09-11|0.9751458059 |
|High Income  |2023-09-11|0.8355665847 |
|Low Income   |2023-09-12|1.239285184  |
|Middle Income|2023-09-12|0.9751458059 |
|High Income  |2023-09-12|0.8355665847 |
|Low Income   |2023-09-13|1.239285184  |
|Middle Income|2023-09-13|0.9751458059 |
|High Income  |2023-09-13|0.8355665847 |
|Low Income   |2023-09-14|1.239285184  |
|Middle Income|2023-09-14|0.9751458059 |
|High Income  |2023-09-14|0.8355665847 |
|Low Income   |2023-09-15|1.239285184  |
|Middle Income|2023-09-15|0.9751458059 |
|High Income  |2023-09-15|0.8355665847 |
|Low Income   |2023-09-16|1.239285184  |
|Middle Income|2023-09-16|0.9751458059 |
|High Income  |2023-09-16|0.8355665847 |
|Low Income   |2023-09-17|1.239250066  |
|Middle Income|2023-09-17|0.9752304121 |
|High Income  |2023-09-17|0.8357430219 |
|Low Income   |2023-09-18|1.239250066  |
|Middle Income|2023-09-18|0.9752304121 |
|High Income  |2023-09-18|0.8357430219 |
|Low Income   |2023-09-19|1.239250066  |
|Middle Income|2023-09-19|0.9752304121 |
|High Income  |2023-09-19|0.8357430219 |
|Low Income   |2023-09-20|1.239250066  |
|Middle Income|2023-09-20|0.9752304121 |
|High Income  |2023-09-20|0.8357430219 |
|Low Income   |2023-09-21|1.239250066  |
|Middle Income|2023-09-21|0.9752304121 |
|High Income  |2023-09-21|0.8357430219 |
|Low Income   |2023-09-22|1.239250066  |
|Middle Income|2023-09-22|0.9752304121 |
|High Income  |2023-09-22|0.8357430219 |
|Low Income   |2023-09-23|1.239250066  |
|Middle Income|2023-09-23|0.9752304121 |
|High Income  |2023-09-23|0.8357430219 |
|Low Income   |2023-09-24|1.2391937493 |
|Middle Income|2023-09-24|0.9753017621 |
|High Income  |2023-09-24|0.8359128508 |
|Low Income   |2023-09-25|1.2391937493 |
|Middle Income|2023-09-25|0.9753017621 |
|High Income  |2023-09-25|0.8359128508 |
|Low Income   |2023-09-26|1.2391937493 |
|Middle Income|2023-09-26|0.9753017621 |
|High Income  |2023-09-26|0.8359128508 |
|Low Income   |2023-09-27|1.2391937493 |
|Middle Income|2023-09-27|0.9753017621 |
|High Income  |2023-09-27|0.8359128508 |
|Low Income   |2023-09-28|1.2391937493 |
|Middle Income|2023-09-28|0.9753017621 |
|High Income  |2023-09-28|0.8359128508 |
|Low Income   |2023-09-29|1.2391937493 |
|Middle Income|2023-09-29|0.9753017621 |
|High Income  |2023-09-29|0.8359128508 |
|Low Income   |2023-09-30|1.2391937493 |
|Middle Income|2023-09-30|0.9753017621 |
|High Income  |2023-09-30|0.8359128508 |
|Low Income   |2023-10-01|1.2392111311 |
|Middle Income|2023-10-01|0.9753670888 |
|High Income  |2023-10-01|0.8360814852 |
|Low Income   |2023-10-02|1.2392111311 |
|Middle Income|2023-10-02|0.9753670888 |
|High Income  |2023-10-02|0.8360814852 |
|Low Income   |2023-10-03|1.2392111311 |
|Middle Income|2023-10-03|0.9753670888 |
|High Income  |2023-10-03|0.8360814852 |
|Low Income   |2023-10-04|1.2392111311 |
|Middle Income|2023-10-04|0.9753670888 |
|High Income  |2023-10-04|0.8360814852 |
|Low Income   |2023-10-05|1.2392111311 |
|Middle Income|2023-10-05|0.9753670888 |
|High Income  |2023-10-05|0.8360814852 |
|Low Income   |2023-10-06|1.2392111311 |
|Middle Income|2023-10-06|0.9753670888 |
|High Income  |2023-10-06|0.8360814852 |
|Low Income   |2023-10-07|1.2392111311 |
|Middle Income|2023-10-07|0.9753670888 |
|High Income  |2023-10-07|0.8360814852 |
|Low Income   |2023-10-08|1.2391160547 |
|Middle Income|2023-10-08|0.9754451501 |
|High Income  |2023-10-08|0.8362600291 |
|Low Income   |2023-10-09|1.2391160547 |
|Middle Income|2023-10-09|0.9754451501 |
|High Income  |2023-10-09|0.8362600291 |
|Low Income   |2023-10-10|1.2391160547 |
|Middle Income|2023-10-10|0.9754451501 |
|High Income  |2023-10-10|0.8362600291 |
|Low Income   |2023-10-11|1.2391160547 |
|Middle Income|2023-10-11|0.9754451501 |
|High Income  |2023-10-11|0.8362600291 |
|Low Income   |2023-10-12|1.2391160547 |
|Middle Income|2023-10-12|0.9754451501 |
|High Income  |2023-10-12|0.8362600291 |
|Low Income   |2023-10-13|1.2391160547 |
|Middle Income|2023-10-13|0.9754451501 |
|High Income  |2023-10-13|0.8362600291 |
|Low Income   |2023-10-14|1.2391160547 |
|Middle Income|2023-10-14|0.9754451501 |
|High Income  |2023-10-14|0.8362600291 |
|Low Income   |2023-10-15|1.2390935491 |
|Middle Income|2023-10-15|0.9755289933 |
|High Income  |2023-10-15|0.8364471707 |
|Low Income   |2023-10-16|1.2390935491 |
|Middle Income|2023-10-16|0.9755289933 |
|High Income  |2023-10-16|0.8364471707 |
|Low Income   |2023-10-17|1.2390935491 |
|Middle Income|2023-10-17|0.9755289933 |
|High Income  |2023-10-17|0.8364471707 |
|Low Income   |2023-10-18|1.2390935491 |
|Middle Income|2023-10-18|0.9755289933 |
|High Income  |2023-10-18|0.8364471707 |
|Low Income   |2023-10-19|1.2390935491 |
|Middle Income|2023-10-19|0.9755289933 |
|High Income  |2023-10-19|0.8364471707 |
|Low Income   |2023-10-20|1.2390935491 |
|Middle Income|2023-10-20|0.9755289933 |
|High Income  |2023-10-20|0.8364471707 |
|Low Income   |2023-10-21|1.2390935491 |
|Middle Income|2023-10-21|0.9755289933 |
|High Income  |2023-10-21|0.8364471707 |
|Low Income   |2023-10-22|1.2404831692 |
|Middle Income|2023-10-22|0.9757653066 |
|High Income  |2023-10-22|0.8368018263 |
|Low Income   |2023-10-23|1.2404831692 |
|Middle Income|2023-10-23|0.9757653066 |
|High Income  |2023-10-23|0.8368018263 |
|Low Income   |2023-10-24|1.2404831692 |
|Middle Income|2023-10-24|0.9757653066 |
|High Income  |2023-10-24|0.8368018263 |
|Low Income   |2023-10-25|1.2404831692 |
|Middle Income|2023-10-25|0.9757653066 |
|High Income  |2023-10-25|0.8368018263 |
|Low Income   |2023-10-26|1.2404831692 |
|Middle Income|2023-10-26|0.9757653066 |
|High Income  |2023-10-26|0.8368018263 |
|Low Income   |2023-10-27|1.2404831692 |
|Middle Income|2023-10-27|0.9757653066 |
|High Income  |2023-10-27|0.8368018263 |
|Low Income   |2023-10-28|1.2404831692 |
|Middle Income|2023-10-28|0.9757653066 |
|High Income  |2023-10-28|0.8368018263 |
|Low Income   |2023-10-29|1.2404568451 |
|Middle Income|2023-10-29|0.9758211622 |
|High Income  |2023-10-29|0.8369446911 |
|Low Income   |2023-10-30|1.2404568451 |
|Middle Income|2023-10-30|0.9758211622 |
|High Income  |2023-10-30|0.8369446911 |
|Low Income   |2023-10-31|1.2404568451 |
|Middle Income|2023-10-31|0.9758211622 |
|High Income  |2023-10-31|0.8369446911 |
|Low Income   |2023-11-01|1.2404568451 |
|Middle Income|2023-11-01|0.9758211622 |
|High Income  |2023-11-01|0.8369446911 |
|Low Income   |2023-11-02|1.2404568451 |
|Middle Income|2023-11-02|0.9758211622 |
|High Income  |2023-11-02|0.8369446911 |
|Low Income   |2023-11-03|1.2404568451 |
|Middle Income|2023-11-03|0.9758211622 |
|High Income  |2023-11-03|0.8369446911 |
|Low Income   |2023-11-04|1.2404568451 |
|Middle Income|2023-11-04|0.9758211622 |
|High Income  |2023-11-04|0.8369446911 |
|Low Income   |2023-11-05|1.2404444178 |
|Middle Income|2023-11-05|0.9758770334 |
|High Income  |2023-11-05|0.8371169929 |
|Low Income   |2023-11-06|1.2404444178 |
|Middle Income|2023-11-06|0.9758770334 |
|High Income  |2023-11-06|0.8371169929 |
|Low Income   |2023-11-07|1.2404444178 |
|Middle Income|2023-11-07|0.9758770334 |
|High Income  |2023-11-07|0.8371169929 |
|Low Income   |2023-11-08|1.2404444178 |
|Middle Income|2023-11-08|0.9758770334 |
|High Income  |2023-11-08|0.8371169929 |
|Low Income   |2023-11-09|1.2404444178 |
|Middle Income|2023-11-09|0.9758770334 |
|High Income  |2023-11-09|0.8371169929 |
|Low Income   |2023-11-10|1.2404444178 |
|Middle Income|2023-11-10|0.9758770334 |
|High Income  |2023-11-10|0.8371169929 |
|Low Income   |2023-11-11|1.2404444178 |
|Middle Income|2023-11-11|0.9758770334 |
|High Income  |2023-11-11|0.8371169929 |
|Low Income   |2023-11-12|1.2404070935 |
|Middle Income|2023-11-12|0.9759376773 |
|High Income  |2023-11-12|0.8373311769 |
|Low Income   |2023-11-13|1.2404070935 |
|Middle Income|2023-11-13|0.9759376773 |
|High Income  |2023-11-13|0.8373311769 |
|Low Income   |2023-11-14|1.2404070935 |
|Middle Income|2023-11-14|0.9759376773 |
|High Income  |2023-11-14|0.8373311769 |
|Low Income   |2023-11-15|1.2404070935 |
|Middle Income|2023-11-15|0.9759376773 |
|High Income  |2023-11-15|0.8373311769 |
|Low Income   |2023-11-16|1.2404070935 |
|Middle Income|2023-11-16|0.9759376773 |
|High Income  |2023-11-16|0.8373311769 |
|Low Income   |2023-11-17|1.2404070935 |
|Middle Income|2023-11-17|0.9759376773 |
|High Income  |2023-11-17|0.8373311769 |
|Low Income   |2023-11-18|1.2404070935 |
|Middle Income|2023-11-18|0.9759376773 |
|High Income  |2023-11-18|0.8373311769 |
|Low Income   |2023-11-19|1.2403838186 |
|Middle Income|2023-11-19|0.9759567957 |
|High Income  |2023-11-19|0.8375124592 |
|Low Income   |2023-11-20|1.2403838186 |
|Middle Income|2023-11-20|0.9759567957 |
|High Income  |2023-11-20|0.8375124592 |
|Low Income   |2023-11-21|1.2403838186 |
|Middle Income|2023-11-21|0.9759567957 |
|High Income  |2023-11-21|0.8375124592 |
|Low Income   |2023-11-22|1.2403838186 |
|Middle Income|2023-11-22|0.9759567957 |
|High Income  |2023-11-22|0.8375124592 |
|Low Income   |2023-11-23|1.2403838186 |
|Middle Income|2023-11-23|0.9759567957 |
|High Income  |2023-11-23|0.8375124592 |
|Low Income   |2023-11-24|1.2403838186 |
|Middle Income|2023-11-24|0.9759567957 |
|High Income  |2023-11-24|0.8375124592 |
|Low Income   |2023-11-25|1.2403838186 |
|Middle Income|2023-11-25|0.9759567957 |
|High Income  |2023-11-25|0.8375124592 |
|Low Income   |2023-11-26|1.2403406765 |
|Middle Income|2023-11-26|0.9759258482 |
|High Income  |2023-11-26|0.8376539656 |
|Low Income   |2023-11-27|1.2403406765 |
|Middle Income|2023-11-27|0.9759258482 |
|High Income  |2023-11-27|0.8376539656 |
|Low Income   |2023-11-28|1.2403406765 |
|Middle Income|2023-11-28|0.9759258482 |
|High Income  |2023-11-28|0.8376539656 |
|Low Income   |2023-11-29|1.2403406765 |
|Middle Income|2023-11-29|0.9759258482 |
|High Income  |2023-11-29|0.8376539656 |
|Low Income   |2023-11-30|1.2403406765 |
|Middle Income|2023-11-30|0.9759258482 |
|High Income  |2023-11-30|0.8376539656 |
|Low Income   |2023-12-01|1.2403406765 |
|Middle Income|2023-12-01|0.9759258482 |
|High Income  |2023-12-01|0.8376539656 |
|Low Income   |2023-12-02|1.2403406765 |
|Middle Income|2023-12-02|0.9759258482 |
|High Income  |2023-12-02|0.8376539656 |
|Low Income   |2023-12-03|1.2403039957 |
|Middle Income|2023-12-03|0.9758886755 |
|High Income  |2023-12-03|0.8378338545 |
|Low Income   |2023-12-04|1.2403039957 |
|Middle Income|2023-12-04|0.9758886755 |
|High Income  |2023-12-04|0.8378338545 |
|Low Income   |2023-12-05|1.2403039957 |
|Middle Income|2023-12-05|0.9758886755 |
|High Income  |2023-12-05|0.8378338545 |
|Low Income   |2023-12-06|1.2403039957 |
|Middle Income|2023-12-06|0.9758886755 |
|High Income  |2023-12-06|0.8378338545 |
|Low Income   |2023-12-07|1.2403039957 |
|Middle Income|2023-12-07|0.9758886755 |
|High Income  |2023-12-07|0.8378338545 |
|Low Income   |2023-12-08|1.2403039957 |
|Middle Income|2023-12-08|0.9758886755 |
|High Income  |2023-12-08|0.8378338545 |
|Low Income   |2023-12-09|1.2403039957 |
|Middle Income|2023-12-09|0.9758886755 |
|High Income  |2023-12-09|0.8378338545 |
|Low Income   |2023-12-10|1.2402642047 |
|Middle Income|2023-12-10|0.9757989414 |
|High Income  |2023-12-10|0.8379881611 |
|Low Income   |2023-12-11|1.2402642047 |
|Middle Income|2023-12-11|0.9757989414 |
|High Income  |2023-12-11|0.8379881611 |
|Low Income   |2023-12-12|1.2402642047 |
|Middle Income|2023-12-12|0.9757989414 |
|High Income  |2023-12-12|0.8379881611 |
|Low Income   |2023-12-13|1.2402642047 |
|Middle Income|2023-12-13|0.9757989414 |
|High Income  |2023-12-13|0.8379881611 |
|Low Income   |2023-12-14|1.2402642047 |
|Middle Income|2023-12-14|0.9757989414 |
|High Income  |2023-12-14|0.8379881611 |
|Low Income   |2023-12-15|1.2402642047 |
|Middle Income|2023-12-15|0.9757989414 |
|High Income  |2023-12-15|0.8379881611 |
|Low Income   |2023-12-16|1.2402642047 |
|Middle Income|2023-12-16|0.9757989414 |
|High Income  |2023-12-16|0.8379881611 |
|Low Income   |2023-12-17|1.2402238935 |
|Middle Income|2023-12-17|0.9756886315 |
|High Income  |2023-12-17|0.8381013506 |
|Low Income   |2023-12-18|1.2402238935 |
|Middle Income|2023-12-18|0.9756886315 |
|High Income  |2023-12-18|0.8381013506 |
|Low Income   |2023-12-19|1.2402238935 |
|Middle Income|2023-12-19|0.9756886315 |
|High Income  |2023-12-19|0.8381013506 |
|Low Income   |2023-12-20|1.2402238935 |
|Middle Income|2023-12-20|0.9756886315 |
|High Income  |2023-12-20|0.8381013506 |
|Low Income   |2023-12-21|1.2402238935 |
|Middle Income|2023-12-21|0.9756886315 |
|High Income  |2023-12-21|0.8381013506 |
|Low Income   |2023-12-22|1.2402238935 |
|Middle Income|2023-12-22|0.9756886315 |
|High Income  |2023-12-22|0.8381013506 |
|Low Income   |2023-12-23|1.2402238935 |
|Middle Income|2023-12-23|0.9756886315 |
|High Income  |2023-12-23|0.8381013506 |
|Low Income   |2023-12-24|1.2401227024 |
|Middle Income|2023-12-24|0.9756209272 |
|High Income  |2023-12-24|0.8382385728 |
|Low Income   |2023-12-25|1.2401227024 |
|Middle Income|2023-12-25|0.9756209272 |
|High Income  |2023-12-25|0.8382385728 |
|Low Income   |2023-12-26|1.2401227024 |
|Middle Income|2023-12-26|0.9756209272 |
|High Income  |2023-12-26|0.8382385728 |
|Low Income   |2023-12-27|1.2401227024 |
|Middle Income|2023-12-27|0.9756209272 |
|High Income  |2023-12-27|0.8382385728 |
|Low Income   |2023-12-28|1.2401227024 |
|Middle Income|2023-12-28|0.9756209272 |
|High Income  |2023-12-28|0.8382385728 |
|Low Income   |2023-12-29|1.2401227024 |
|Middle Income|2023-12-29|0.9756209272 |
|High Income  |2023-12-29|0.8382385728 |
|Low Income   |2023-12-30|1.2401227024 |
|Middle Income|2023-12-30|0.9756209272 |
|High Income  |2023-12-30|0.8382385728 |
|Low Income   |2023-12-31|1.2400248798 |
|Middle Income|2023-12-31|0.9756876263 |
|High Income  |2023-12-31|0.838516676  |
|Low Income   |2024-01-01|1.2400248798 |
|Middle Income|2024-01-01|0.9756876263 |
|High Income  |2024-01-01|0.838516676  |
|Low Income   |2024-01-02|1.2400248798 |
|Middle Income|2024-01-02|0.9756876263 |
|High Income  |2024-01-02|0.838516676  |
|Low Income   |2024-01-03|1.2400248798 |
|Middle Income|2024-01-03|0.9756876263 |
|High Income  |2024-01-03|0.838516676  |
|Low Income   |2024-01-04|1.2400248798 |
|Middle Income|2024-01-04|0.9756876263 |
|High Income  |2024-01-04|0.838516676  |
|Low Income   |2024-01-05|1.2400248798 |
|Middle Income|2024-01-05|0.9756876263 |
|High Income  |2024-01-05|0.838516676  |
|Low Income   |2024-01-06|1.2400248798 |
|Middle Income|2024-01-06|0.9756876263 |
|High Income  |2024-01-06|0.838516676  |
|Low Income   |2024-01-07|1.2399371692 |
|Middle Income|2024-01-07|0.9759044485 |
|High Income  |2024-01-07|0.8389049862 |
|Low Income   |2024-01-08|1.2399371692 |
|Middle Income|2024-01-08|0.9759044485 |
|High Income  |2024-01-08|0.8389049862 |
|Low Income   |2024-01-09|1.2399371692 |
|Middle Income|2024-01-09|0.9759044485 |
|High Income  |2024-01-09|0.8389049862 |
|Low Income   |2024-01-10|1.2399371692 |
|Middle Income|2024-01-10|0.9759044485 |
|High Income  |2024-01-10|0.8389049862 |
|Low Income   |2024-01-11|1.2399371692 |
|Middle Income|2024-01-11|0.9759044485 |
|High Income  |2024-01-11|0.8389049862 |
|Low Income   |2024-01-12|1.2399371692 |
|Middle Income|2024-01-12|0.9759044485 |
|High Income  |2024-01-12|0.8389049862 |
|Low Income   |2024-01-13|1.2399371692 |
|Middle Income|2024-01-13|0.9759044485 |
|High Income  |2024-01-13|0.8389049862 |
|Low Income   |2024-01-14|1.239892804  |
|Middle Income|2024-01-14|0.9760790279 |
|High Income  |2024-01-14|0.8392896283 |
|Low Income   |2024-01-15|1.239892804  |
|Middle Income|2024-01-15|0.9760790279 |
|High Income  |2024-01-15|0.8392896283 |
|Low Income   |2024-01-16|1.239892804  |
|Middle Income|2024-01-16|0.9760790279 |
|High Income  |2024-01-16|0.8392896283 |
|Low Income   |2024-01-17|1.239892804  |
|Middle Income|2024-01-17|0.9760790279 |
|High Income  |2024-01-17|0.8392896283 |
|Low Income   |2024-01-18|1.239892804  |
|Middle Income|2024-01-18|0.9760790279 |
|High Income  |2024-01-18|0.8392896283 |
|Low Income   |2024-01-19|1.239892804  |
|Middle Income|2024-01-19|0.9760790279 |
|High Income  |2024-01-19|0.8392896283 |
|Low Income   |2024-01-20|1.239892804  |
|Middle Income|2024-01-20|0.9760790279 |
|High Income  |2024-01-20|0.8392896283 |
|Low Income   |2024-01-21|1.2398482398 |
|Middle Income|2024-01-21|0.9762814997 |
|High Income  |2024-01-21|0.8396606651 |
|Low Income   |2024-01-22|1.2398482398 |
|Middle Income|2024-01-22|0.9762814997 |
|High Income  |2024-01-22|0.8396606651 |
|Low Income   |2024-01-23|1.2398482398 |
|Middle Income|2024-01-23|0.9762814997 |
|High Income  |2024-01-23|0.8396606651 |
|Low Income   |2024-01-24|1.2398482398 |
|Middle Income|2024-01-24|0.9762814997 |
|High Income  |2024-01-24|0.8396606651 |
|Low Income   |2024-01-25|1.2398482398 |
|Middle Income|2024-01-25|0.9762814997 |
|High Income  |2024-01-25|0.8396606651 |
|Low Income   |2024-01-26|1.2398482398 |
|Middle Income|2024-01-26|0.9762814997 |
|High Income  |2024-01-26|0.8396606651 |
|Low Income   |2024-01-27|1.2398482398 |
|Middle Income|2024-01-27|0.9762814997 |
|High Income  |2024-01-27|0.8396606651 |
|Low Income   |2024-01-28|1.2398248812 |
|Middle Income|2024-01-28|0.9764436196 |
|High Income  |2024-01-28|0.8399670182 |
|Low Income   |2024-01-29|1.2398248812 |
|Middle Income|2024-01-29|0.9764436196 |
|High Income  |2024-01-29|0.8399670182 |
|Low Income   |2024-01-30|1.2398248812 |
|Middle Income|2024-01-30|0.9764436196 |
|High Income  |2024-01-30|0.8399670182 |
|Low Income   |2024-01-31|1.2398248812 |
|Middle Income|2024-01-31|0.9764436196 |
|High Income  |2024-01-31|0.8399670182 |
|Low Income   |2024-02-01|1.2398248812 |
|Middle Income|2024-02-01|0.9764436196 |
|High Income  |2024-02-01|0.8399670182 |
|Low Income   |2024-02-02|1.2398248812 |
|Middle Income|2024-02-02|0.9764436196 |
|High Income  |2024-02-02|0.8399670182 |
|Low Income   |2024-02-03|1.2398248812 |
|Middle Income|2024-02-03|0.9764436196 |
|High Income  |2024-02-03|0.8399670182 |
|Low Income   |2024-02-04|1.2398015724 |
|Middle Income|2024-02-04|0.9765679782 |
|High Income  |2024-02-04|0.8402125279 |
|Low Income   |2024-02-05|1.2398015724 |
|Middle Income|2024-02-05|0.9765679782 |
|High Income  |2024-02-05|0.8402125279 |
|Low Income   |2024-02-06|1.2398015724 |
|Middle Income|2024-02-06|0.9765679782 |
|High Income  |2024-02-06|0.8402125279 |
|Low Income   |2024-02-07|1.2398015724 |
|Middle Income|2024-02-07|0.9765679782 |
|High Income  |2024-02-07|0.8402125279 |
|Low Income   |2024-02-08|1.2398015724 |
|Middle Income|2024-02-08|0.9765679782 |
|High Income  |2024-02-08|0.8402125279 |
|Low Income   |2024-02-09|1.2398015724 |
|Middle Income|2024-02-09|0.9765679782 |
|High Income  |2024-02-09|0.8402125279 |
|Low Income   |2024-02-10|1.2398015724 |
|Middle Income|2024-02-10|0.9765679782 |
|High Income  |2024-02-10|0.8402125279 |
|Low Income   |2024-02-11|1.2397768562 |
|Middle Income|2024-02-11|0.9766768072 |
|High Income  |2024-02-11|0.8404362188 |
|Low Income   |2024-02-12|1.2397768562 |
|Middle Income|2024-02-12|0.9766768072 |
|High Income  |2024-02-12|0.8404362188 |
|Low Income   |2024-02-13|1.2397768562 |
|Middle Income|2024-02-13|0.9766768072 |
|High Income  |2024-02-13|0.8404362188 |
|Low Income   |2024-02-14|1.2397768562 |
|Middle Income|2024-02-14|0.9766768072 |
|High Income  |2024-02-14|0.8404362188 |
|Low Income   |2024-02-15|1.2397768562 |
|Middle Income|2024-02-15|0.9766768072 |
|High Income  |2024-02-15|0.8404362188 |
|Low Income   |2024-02-16|1.2397768562 |
|Middle Income|2024-02-16|0.9766768072 |
|High Income  |2024-02-16|0.8404362188 |
|Low Income   |2024-02-17|1.2397768562 |
|Middle Income|2024-02-17|0.9766768072 |
|High Income  |2024-02-17|0.8404362188 |
|Low Income   |2024-02-18|1.2397633044 |
|Middle Income|2024-02-18|0.9767508282 |
|High Income  |2024-02-18|0.8406201699 |
|Low Income   |2024-02-19|1.2397633044 |
|Middle Income|2024-02-19|0.9767508282 |
|High Income  |2024-02-19|0.8406201699 |
|Low Income   |2024-02-20|1.2397633044 |
|Middle Income|2024-02-20|0.9767508282 |
|High Income  |2024-02-20|0.8406201699 |
|Low Income   |2024-02-21|1.2397633044 |
|Middle Income|2024-02-21|0.9767508282 |
|High Income  |2024-02-21|0.8406201699 |
|Low Income   |2024-02-22|1.2397633044 |
|Middle Income|2024-02-22|0.9767508282 |
|High Income  |2024-02-22|0.8406201699 |
|Low Income   |2024-02-23|1.2397633044 |
|Middle Income|2024-02-23|0.9767508282 |
|High Income  |2024-02-23|0.8406201699 |
|Low Income   |2024-02-24|1.2397633044 |
|Middle Income|2024-02-24|0.9767508282 |
|High Income  |2024-02-24|0.8406201699 |
|Low Income   |2024-02-25|1.2397369199 |
|Middle Income|2024-02-25|0.9768220979 |
|High Income  |2024-02-25|0.8407926233 |
|Low Income   |2024-02-26|1.2397369199 |
|Middle Income|2024-02-26|0.9768220979 |
|High Income  |2024-02-26|0.8407926233 |
|Low Income   |2024-02-27|1.2397369199 |
|Middle Income|2024-02-27|0.9768220979 |
|High Income  |2024-02-27|0.8407926233 |
|Low Income   |2024-02-28|1.2397369199 |
|Middle Income|2024-02-28|0.9768220979 |
|High Income  |2024-02-28|0.8407926233 |
|Low Income   |2024-02-29|1.2397369199 |
|Middle Income|2024-02-29|0.9768220979 |
|High Income  |2024-02-29|0.8407926233 |
|Low Income   |2024-03-01|1.2397369199 |
|Middle Income|2024-03-01|0.9768220979 |
|High Income  |2024-03-01|0.8407926233 |
|Low Income   |2024-03-02|1.2397369199 |
|Middle Income|2024-03-02|0.9768220979 |
|High Income  |2024-03-02|0.8407926233 |
|Low Income   |2024-03-03|1.2397256479 |
|Middle Income|2024-03-03|0.9768954277 |
|High Income  |2024-03-03|0.8409580322 |
|Low Income   |2024-03-04|1.2397256479 |
|Middle Income|2024-03-04|0.9768954277 |
|High Income  |2024-03-04|0.8409580322 |
|Low Income   |2024-03-05|1.2397256479 |
|Middle Income|2024-03-05|0.9768954277 |
|High Income  |2024-03-05|0.8409580322 |
|Low Income   |2024-03-06|1.2397256479 |
|Middle Income|2024-03-06|0.9768954277 |
|High Income  |2024-03-06|0.8409580322 |
